0, 991943
50, 991943
100, 991943
150, 991944
200, 991944
250, 991944
300, 991944
350, 991945
400, 991945
450, 991946
500, 991947
550, 991947
600, 991948
650, 991949
700, 991950
750, 991951
800, 991952
850, 991953
900, 991954
950, 991956
1000, 991957
1050, 991958
1100, 991960
1150, 991961
1200, 991963
1250, 991964
1300, 991966
1350, 991968
1400, 991970
1450, 991972
1500, 991974
1550, 991976
1600, 991978
1650, 991980
1700, 991983
1750, 991985
1800, 991987
1850, 991990
1900, 991992
1950, 991995
2000, 991998
2050, 992001
2100, 992003
2150, 992006
2200, 992009
2250, 992012
2300, 992016
2350, 992019
2400, 992022
2450, 992025
2500, 992029
2550, 992032
2600, 992036
2650, 992039
2700, 992043
2750, 992047
2800, 992051
2850, 992054
2900, 992058
2950, 992062
3000, 992067
3050, 992071
3100, 992075
3150, 992079
3200, 992084
3250, 992088
3300, 992093
3350, 992097
3400, 992102
3450, 992107
3500, 992112
3550, 992117
3600, 992122
3650, 992127
3700, 992132
3750, 992137
3800, 992142
3850, 992148
3900, 992153
3950, 992159
4000, 992164
4050, 992170
4100, 992176
4150, 992181
4200, 992187
4250, 992193
4300, 992199
4350, 992205
4400, 992212
4450, 992218
4500, 992224
4550, 992231
4600, 992237
4650, 992244
4700, 992250
4750, 992257
4800, 992264
4850, 992271
4900, 992278
4950, 992285
5000, 992292
5050, 992299
5100, 992306
5150, 992314
5200, 992321
5250, 992329
5300, 992337
5350, 992344
5400, 992352
5450, 992360
5500, 992368
5550, 992376
5600, 992384
5650, 992392
5700, 992401
5750, 992409
5800, 992418
5850, 992426
5900, 992435
5950, 992444
6000, 992453
6050, 992462
6100, 992471
6150, 992480
6200, 992489
6250, 992499
6300, 992508
6350, 992518
6400, 992527
6450, 992537
6500, 992547
6550, 992557
6600, 992567
6650, 992577
6700, 992588
6750, 992598
6800, 992609
6850, 992619
6900, 992630
6950, 992641
7000, 992652
7050, 992663
7100, 992674
7150, 992686
7200, 992697
7250, 992709
7300, 992720
7350, 992732
7400, 992744
7450, 992757
7500, 992769
7550, 992781
7600, 992794
7650, 992807
7700, 992820
7750, 992833
7800, 992846
7850, 992859
7900, 992873
7950, 992887
8000, 992901
8050, 992915
8100, 992929
8150, 992944
8200, 992958
8250, 992973
8300, 992988
8350, 993004
8400, 993019
8450, 993035
8500, 993051
8550, 993068
8600, 993084
8650, 993101
8700, 993118
8750, 993136
8800, 993154
8850, 993172
8900, 993191
8950, 993210
9000, 993229
9050, 993248
9100, 993269
9150, 993289
9200, 993310
9250, 993332
9300, 993354
9350, 993377
9400, 993400
9450, 993424
9500, 993449
9550, 993475
9600, 993501
9650, 993528
9700, 993557
