0, 3.93087e+06
1000, 3.93087e+06
2000, 3.93087e+06
3000, 3.93088e+06
4000, 3.93088e+06
5000, 3.93088e+06
6000, 3.93088e+06
7000, 3.93088e+06
8000, 3.93089e+06
9000, 3.93089e+06
10000, 3.9309e+06
11000, 3.9309e+06
12000, 3.93091e+06
13000, 3.93091e+06
14000, 3.93092e+06
15000, 3.93093e+06
16000, 3.93093e+06
17000, 3.93094e+06
18000, 3.93095e+06
19000, 3.93096e+06
20000, 3.93097e+06
21000, 3.93098e+06
22000, 3.93099e+06
23000, 3.931e+06
24000, 3.93101e+06
25000, 3.93102e+06
26000, 3.93104e+06
27000, 3.93105e+06
28000, 3.93106e+06
29000, 3.93107e+06
30000, 3.93109e+06
31000, 3.9311e+06
32000, 3.93112e+06
33000, 3.93113e+06
34000, 3.93115e+06
35000, 3.93117e+06
36000, 3.93118e+06
37000, 3.9312e+06
38000, 3.93122e+06
39000, 3.93124e+06
40000, 3.93126e+06
41000, 3.93128e+06
42000, 3.9313e+06
43000, 3.93132e+06
44000, 3.93134e+06
45000, 3.93136e+06
46000, 3.93138e+06
47000, 3.93141e+06
48000, 3.93143e+06
49000, 3.93145e+06
